"","subject","id","condition","word","trial","nounAnswer","rt","grammarType","wordType","sex","hearing","lang","equip"
"208","Subject003","1010subject552","bam","hidden",16,0,1184,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"209","Subject003","1010subject552","bam","remedial",17,0,2434,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"210","Subject003","1010subject552","bam","manually",18,0,1493,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"211","Subject003","1010subject552","bam","occupy",19,0,1657,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"212","Subject003","1010subject552","bam","develop",2,0,2638,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"213","Subject003","1010subject552","bam","parable",20,0,1258,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"214","Subject003","1010subject552","bam","energy",21,1,2329,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"215","Subject003","1010subject552","bam","anemia",22,1,2864,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"216","Subject003","1010subject552","bam","remind",23,0,1427,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"217","Subject003","1010subject552","bam","ironic",24,0,1144,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"218","Subject003","1010subject552","bam","hamburger",25,1,1274,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"219","Subject003","1010subject552","bam","vibrant",26,0,2382,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"220","Subject003","1010subject552","bam","utensilstep10",27,1,1697,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"221","Subject003","1010subject552","bam","embody",28,0,1646,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"222","Subject003","1010subject552","bam","dragon",29,1,1227,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"223","Subject003","1010subject552","bam","enroll",3,0,1962,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"224","Subject003","1010subject552","bam","grammatical",30,0,1228,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"225","Subject003","1010subject552","bam","pregnancystep8",31,0,1907,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"226","Subject003","1010subject552","bam","global",32,1,1399,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"227","Subject003","1010subject552","bam","animal",33,1,1369,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"228","Subject003","1010subject552","bam","harmful",34,0,1345,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"229","Subject003","1010subject552","bam","dinosaurstep8",35,1,1353,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"230","Subject003","1010subject552","bam","document",36,1,1533,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"231","Subject003","1010subject552","bam","overcome",37,0,1290,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"232","Subject003","1010subject552","bam","tobacco",38,1,1775,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"233","Subject003","1010subject552","bam","eraserstep8",39,1,1266,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"234","Subject003","1010subject552","bam","gullible",4,0,2960,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"235","Subject003","1010subject552","bam","addressstep12",40,1,4183,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"236","Subject003","1010subject552","bam","human",41,1,1045,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"237","Subject003","1010subject552","bam","mineral",42,1,1148,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"238","Subject003","1010subject552","bam","malpracticestep10",43,0,1673,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"239","Subject003","1010subject552","bam","yoghurt",44,1,1219,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"240","Subject003","1010subject552","bam","freeze",45,0,1535,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"241","Subject003","1010subject552","bam","annoying",46,0,1297,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"242","Subject003","1010subject552","bam","immune",47,0,1695,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"243","Subject003","1010subject552","bam","momentary",48,0,1218,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"244","Subject003","1010subject552","bam","image",49,1,1172,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"245","Subject003","1010subject552","bam","marina",5,1,1406,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"246","Subject003","1010subject552","bam","become",50,0,1199,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"247","Subject003","1010subject552","bam","tutorial",51,0,1531,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"248","Subject003","1010subject552","bam","bakery",52,1,1125,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"249","Subject003","1010subject552","bam","coliseumstep9",53,1,1717,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"250","Subject003","1010subject552","bam","guilty",54,0,1117,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"251","Subject003","1010subject552","bam","eternal",55,0,1324,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"252","Subject003","1010subject552","bam","garden",56,1,1175,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"253","Subject003","1010subject552","bam","weekly",57,0,1491,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"254","Subject003","1010subject552","bam","announcementstep8",58,0,3277,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"255","Subject003","1010subject552","bam","kidnap",59,0,1576,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"256","Subject003","1010subject552","bam","evolve",6,0,1384,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"257","Subject003","1010subject552","bam","camera",60,1,1129,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"258","Subject003","1010subject552","bam","embracestep9",61,0,1471,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"259","Subject003","1010subject552","bam","romantic",62,0,1599,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"260","Subject003","1010subject552","bam","peninsulastep11",63,1,1392,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"261","Subject003","1010subject552","bam","military",64,1,1542,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"262","Subject003","1010subject552","bam","totally",65,0,1142,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"263","Subject003","1010subject552","bam","omelet",66,1,1424,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"264","Subject003","1010subject552","bam","wrinkle",67,1,1798,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"265","Subject003","1010subject552","bam","homogeneousstep11",68,0,1236,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"266","Subject003","1010subject552","bam","arthritisstep8",69,1,1640,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"267","Subject003","1010subject552","bam","appear",7,0,1400,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"268","Subject003","1010subject552","bam","brain",70,1,1275,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"269","Subject003","1010subject552","bam","recover",71,0,1243,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"270","Subject003","1010subject552","bam","around",72,0,1319,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"271","Subject003","1010subject552","bam","nervousstep13",73,0,1254,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"272","Subject003","1010subject552","bam","depend",74,0,1191,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"273","Subject003","1010subject552","bam","typical",75,0,924,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"274","Subject003","1010subject552","bam","orbital",76,0,1082,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"275","Subject003","1010subject552","bam","avenue",77,1,1533,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"276","Subject003","1010subject552","bam","failure",78,0,1359,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"277","Subject003","1010subject552","bam","alone",79,0,1059,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"278","Subject003","1010subject552","bam","ballerina",8,1,1333,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"279","Subject003","1010subject552","bam","relate",80,0,1105,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"280","Subject003","1010subject552","bam","honeymoon",81,0,1676,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"281","Subject003","1010subject552","bam","degree",82,1,1809,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"282","Subject003","1010subject552","bam","regular",83,0,1180,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"283","Subject003","1010subject552","bam","fumble",84,0,1174,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"284","Subject003","1010subject552","bam","embarassingstep9",85,0,1152,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"285","Subject003","1010subject552","bam","pineapple",86,1,1419,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"286","Subject003","1010subject552","bam","warrantee",87,0,1502,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"287","Subject003","1010subject552","bam","tennesseestep11",88,1,1418,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"288","Subject003","1010subject552","bam","ignore",89,0,1763,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"289","Subject003","1010subject552","bam","parrot",9,1,1723,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"290","Subject003","1010subject552","bam","unique",90,0,1202,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"291","Subject003","1010subject552","bam","felony",91,0,2709,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"292","Subject003","1010subject552","bam","yell",92,1,1322,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"293","Subject003","1010subject552","bam","lawyer",93,1,1350,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"294","Subject003","1010subject552","bam","opaque",94,0,1761,"notnoun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"295","Subject003","1010subject552","bam","miraculousstep10",95,0,1193,"notnoun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"296","Subject003","1010subject552","bam","family",96,1,2465,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"297","Subject003","1010subject552","bam","rehearsalstep8",97,0,1481,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"298","Subject003","1010subject552","bam","arkansasstep10",98,1,1116,"noun","critical","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
"299","Subject003","1010subject552","bam","america",99,1,1132,"noun","filler","Female","yes","english","In-ear headphones/earbuds (cost more than $100)"
