subject,condition,audio,step,sAnswer,rt,stepRepetition,trial
AAM08,AAM,asee_shstep13,13,0,1618,3,0
AAM08,AAM,asee_shstep15,15,0,1240,3,1
AAM08,AAM,asee_shstep17,17,0,1640,3,3
AAM08,AAM,asee_shstep05,5,0,1278,4,1
AAM08,AAM,asee_shstep07,7,1,1028,4,3
AAM08,AAM,asee_shstep09,9,1,746,4,4
AAM08,AAM,asee_shstep11,11,1,844,4,6
AAM08,AAM,asee_shstep13,13,1,838,4,5
AAM08,AAM,asee_shstep15,15,1,874,4,2
AAM08,AAM,asee_shstep17,17,1,952,4,0
AAM08,AAM,asee_shstep05,5,0,1385,5,4
AAM08,AAM,asee_shstep07,7,1,1552,5,5
AAM08,AAM,asee_shstep09,9,0,870,5,6
AAM08,AAM,asee_shstep11,11,1,806,5,2
AAM08,AAM,asee_shstep13,13,0,1330,5,0
AAM08,AAM,asee_shstep15,15,0,1670,5,1
AAM08,AAM,asee_shstep17,17,0,1195,5,3
AAM08,AAM,asee_shstep05,5,1,1287,6,0
AAM08,AAM,asee_shstep07,7,1,1865,6,3
AAM08,AAM,asee_shstep09,9,0,1052,6,4
AAM08,AAM,asee_shstep11,11,1,900,6,1
AAM08,AAM,asee_shstep13,13,1,1033,6,6
AAM08,AAM,asee_shstep15,15,0,1102,6,5
AAM08,AAM,asee_shstep17,17,0,1122,6,2
AAM08,AAM,asee_shstep05,5,1,1038,7,4
AAM08,AAM,asee_shstep07,7,NA,0,7,0
AAM08,AAM,asee_shstep09,9,NA,0,7,3
AAM08,AAM,asee_shstep11,11,1,983,7,2
AAM08,AAM,asee_shstep13,13,0,939,7,6
AAM08,AAM,asee_shstep15,15,1,2218,7,5
AAM08,AAM,asee_shstep17,17,0,1283,7,1
AAM08,AAM,asee_shstep05,5,0,2452,8,4
AAM08,AAM,asee_shstep07,7,1,1267,8,5
AAM08,AAM,asee_shstep09,9,1,1763,8,1
AAM08,AAM,asee_shstep11,11,0,1203,8,2
AAM08,AAM,asee_shstep13,13,1,1504,8,0
AAM08,AAM,asee_shstep15,15,0,1137,8,6
AAM08,AAM,asee_shstep17,17,0,1865,8,3
AAM08,AAM,asee_shstep05,5,1,871,9,5
AAM08,AAM,asee_shstep07,7,NA,0,9,4
AAM08,AAM,asee_shstep09,9,0,944,9,2
AAM08,AAM,asee_shstep11,11,NA,0,9,0
AAM08,AAM,asee_shstep13,13,0,803,9,3
AAM08,AAM,asee_shstep15,15,0,934,9,1
AAM08,AAM,asee_shstep17,17,0,1000,9,6
AAM08,AAM,asee_shstep05,5,1,963,10,2
AAM08,AAM,asee_shstep07,7,0,1686,10,6
AAM08,AAM,asee_shstep09,9,0,1138,10,4
AAM08,AAM,asee_shstep11,11,1,860,10,3
AAM08,AAM,asee_shstep13,13,1,887,10,1
AAM08,AAM,asee_shstep15,15,1,966,10,0
AAM08,AAM,asee_shstep17,17,1,1061,10,5
AAM09,AAM,asee_shstep05,5,0,1846,1,4
AAM09,AAM,asee_shstep07,7,1,2706,1,6
AAM09,AAM,asee_shstep09,9,0,976,1,5
AAM09,AAM,asee_shstep11,11,0,1837,1,1
AAM09,AAM,asee_shstep13,13,0,2686,1,0
AAM09,AAM,asee_shstep15,15,0,1404,1,2
AAM09,AAM,asee_shstep17,17,0,1354,1,3
AAM09,AAM,asee_shstep05,5,1,1340,2,0
AAM09,AAM,asee_shstep07,7,1,3394,2,3
AAM09,AAM,asee_shstep09,9,0,800,2,1
AAM09,AAM,asee_shstep11,11,1,1146,2,4
AAM09,AAM,asee_shstep13,13,1,645,2,5
AAM09,AAM,asee_shstep15,15,1,1607,2,6
AAM09,AAM,asee_shstep17,17,0,1301,2,2
AAM09,AAM,asee_shstep05,5,1,1005,3,4
AAM09,AAM,asee_shstep07,7,1,712,3,2
AAM09,AAM,asee_shstep09,9,1,1571,3,5
AAM09,AAM,asee_shstep11,11,1,805,3,6
AAM09,AAM,asee_shstep13,13,0,961,3,0
AAM09,AAM,asee_shstep15,15,0,1770,3,1
AAM09,AAM,asee_shstep17,17,0,885,3,3
AAM09,AAM,asee_shstep05,5,1,745,4,1
AAM09,AAM,asee_shstep07,7,1,587,4,3
AAM09,AAM,asee_shstep09,9,0,461,4,4
AAM09,AAM,asee_shstep11,11,1,739,4,6
AAM09,AAM,asee_shstep13,13,0,863,4,5
AAM09,AAM,asee_shstep15,15,0,595,4,2
AAM09,AAM,asee_shstep17,17,0,617,4,0
AAM09,AAM,asee_shstep05,5,1,806,5,4
AAM09,AAM,asee_shstep07,7,1,690,5,5
AAM09,AAM,asee_shstep09,9,1,1114,5,6
AAM09,AAM,asee_shstep11,11,1,639,5,2
AAM09,AAM,asee_shstep13,13,0,1469,5,0
AAM09,AAM,asee_shstep15,15,0,754,5,1
AAM09,AAM,asee_shstep17,17,0,770,5,3
AAM09,AAM,asee_shstep05,5,1,640,6,0
AAM09,AAM,asee_shstep07,7,1,1981,6,3
AAM09,AAM,asee_shstep09,9,1,2029,6,4
AAM09,AAM,asee_shstep11,11,1,647,6,1
AAM09,AAM,asee_shstep13,13,0,1342,6,6
AAM09,AAM,asee_shstep15,15,0,1190,6,5
AAM09,AAM,asee_shstep17,17,0,885,6,2
AAM09,AAM,asee_shstep05,5,1,1304,7,4
AAM09,AAM,asee_shstep07,7,0,1365,7,0
AAM09,AAM,asee_shstep09,9,1,725,7,3
AAM09,AAM,asee_shstep11,11,1,1051,7,2
AAM09,AAM,asee_shstep13,13,0,1422,7,6
AAM09,AAM,asee_shstep15,15,0,2179,7,5
AAM09,AAM,asee_shstep17,17,NA,0,7,1
AAM09,AAM,asee_shstep05,5,1,597,8,4
AAM09,AAM,asee_shstep07,7,1,2574,8,5
AAM09,AAM,asee_shstep09,9,1,845,8,1
AAM09,AAM,asee_shstep11,11,0,852,8,2
AAM09,AAM,asee_shstep13,13,0,1640,8,0
AAM09,AAM,asee_shstep15,15,0,1239,8,6
AAM09,AAM,asee_shstep17,17,0,1147,8,3
AAM09,AAM,asee_shstep05,5,0,1235,9,5
AAM09,AAM,asee_shstep07,7,0,3,9,4
AAM09,AAM,asee_shstep09,9,0,1531,9,2
AAM09,AAM,asee_shstep11,11,0,1261,9,0
AAM09,AAM,asee_shstep13,13,0,1280,9,3
AAM09,AAM,asee_shstep15,15,0,977,9,1
AAM09,AAM,asee_shstep17,17,0,1557,9,6
AAM09,AAM,asee_shstep05,5,1,743,10,2
AAM09,AAM,asee_shstep07,7,1,1333,10,6
AAM09,AAM,asee_shstep09,9,1,2902,10,4
AAM09,AAM,asee_shstep11,11,0,1984,10,3
AAM09,AAM,asee_shstep13,13,0,858,10,1
AAM09,AAM,asee_shstep15,15,0,1339,10,0
AAM09,AAM,asee_shstep17,17,0,1004,10,5
AAM10,AAM,asee_shstep05,5,1,1554,1,0
AAM10,AAM,asee_shstep07,7,1,856,1,2
AAM10,AAM,asee_shstep09,9,1,1311,1,3
AAM10,AAM,asee_shstep11,11,0,1719,1,6
AAM10,AAM,asee_shstep13,13,0,1443,1,5
AAM10,AAM,asee_shstep15,15,0,928,1,1
AAM10,AAM,asee_shstep17,17,0,1000,1,4
AAM10,AAM,asee_shstep05,5,1,896,2,0
AAM10,AAM,asee_shstep07,7,1,764,2,3
AAM10,AAM,asee_shstep09,9,1,1018,2,5
AAM10,AAM,asee_shstep11,11,0,936,2,4
AAM10,AAM,asee_shstep13,13,0,824,2,6
AAM10,AAM,asee_shstep15,15,0,660,2,2
AAM10,AAM,asee_shstep17,17,0,771,2,1
AAM10,AAM,asee_shstep05,5,1,642,3,3
AAM10,AAM,asee_shstep07,7,1,814,3,4
AAM10,AAM,asee_shstep09,9,1,781,3,1
AAM10,AAM,asee_shstep11,11,1,1146,3,2
AAM10,AAM,asee_shstep13,13,0,775,3,0
AAM10,AAM,asee_shstep15,15,0,922,3,6
AAM10,AAM,asee_shstep17,17,0,929,3,5
AAM10,AAM,asee_shstep05,5,1,643,4,3
AAM10,AAM,asee_shstep07,7,1,650,4,1
AAM10,AAM,asee_shstep09,9,1,848,4,0
AAM10,AAM,asee_shstep11,11,0,766,4,2
AAM10,AAM,asee_shstep13,13,0,669,4,5
AAM10,AAM,asee_shstep15,15,0,642,4,4
AAM10,AAM,asee_shstep17,17,0,727,4,6
AAM10,AAM,asee_shstep05,5,1,665,5,6
AAM10,AAM,asee_shstep07,7,1,685,5,0
AAM10,AAM,asee_shstep09,9,1,729,5,2
AAM10,AAM,asee_shstep11,11,0,981,5,5
AAM10,AAM,asee_shstep13,13,0,700,5,1
AAM10,AAM,asee_shstep15,15,0,906,5,3
AAM10,AAM,asee_shstep17,17,0,732,5,4
AAM10,AAM,asee_shstep05,5,1,691,6,5
AAM10,AAM,asee_shstep07,7,1,681,6,0
AAM10,AAM,asee_shstep09,9,1,668,6,3
AAM10,AAM,asee_shstep11,11,1,830,6,6
AAM10,AAM,asee_shstep13,13,0,826,6,4
AAM10,AAM,asee_shstep15,15,0,669,6,1
AAM10,AAM,asee_shstep17,17,0,726,6,2
AAM10,AAM,asee_shstep05,5,1,813,7,1
AAM10,AAM,asee_shstep07,7,1,624,7,3
AAM10,AAM,asee_shstep09,9,1,736,7,0
AAM10,AAM,asee_shstep11,11,1,808,7,4
AAM10,AAM,asee_shstep13,13,0,1000,7,6
AAM10,AAM,asee_shstep15,15,0,679,7,5
AAM10,AAM,asee_shstep17,17,0,1169,7,2
AAM10,AAM,asee_shstep05,5,1,663,8,1
AAM10,AAM,asee_shstep07,7,1,712,8,6
AAM10,AAM,asee_shstep09,9,1,650,8,4
AAM10,AAM,asee_shstep11,11,0,795,8,5
AAM10,AAM,asee_shstep13,13,0,697,8,3
AAM10,AAM,asee_shstep15,15,0,792,8,2
AAM10,AAM,asee_shstep17,17,0,696,8,0
AAM10,AAM,asee_shstep05,5,1,764,9,2
AAM10,AAM,asee_shstep07,7,1,702,9,5
AAM10,AAM,asee_shstep09,9,1,799,9,6
AAM10,AAM,asee_shstep11,11,0,1207,9,0
AAM10,AAM,asee_shstep13,13,0,712,9,3
AAM10,AAM,asee_shstep15,15,0,636,9,1
AAM10,AAM,asee_shstep17,17,0,604,9,4
AAM10,AAM,asee_shstep05,5,1,698,10,4
AAM10,AAM,asee_shstep07,7,1,752,10,1
AAM10,AAM,asee_shstep09,9,1,671,10,3
AAM10,AAM,asee_shstep11,11,0,746,10,5
AAM10,AAM,asee_shstep13,13,0,792,10,0
AAM10,AAM,asee_shstep15,15,0,644,10,2
AAM10,AAM,asee_shstep17,17,0,623,10,6
AAM11,AAM,asee_shstep05,5,1,1381,1,0
AAM11,AAM,asee_shstep07,7,1,778,1,2
AAM11,AAM,asee_shstep09,9,0,4121,1,3
AAM11,AAM,asee_shstep11,11,0,1974,1,6
AAM11,AAM,asee_shstep13,13,1,974,1,5
AAM11,AAM,asee_shstep15,15,0,1082,1,1
AAM11,AAM,asee_shstep17,17,0,1356,1,4
AAM11,AAM,asee_shstep05,5,1,1043,2,0
AAM11,AAM,asee_shstep07,7,1,567,2,3
AAM11,AAM,asee_shstep09,9,1,653,2,5
AAM11,AAM,asee_shstep11,11,1,954,2,4
AAM11,AAM,asee_shstep13,13,0,818,2,6
AAM11,AAM,asee_shstep15,15,0,668,2,2
AAM11,AAM,asee_shstep17,17,0,651,2,1
AAM11,AAM,asee_shstep05,5,1,645,3,3
AAM11,AAM,asee_shstep07,7,1,507,3,4
AAM11,AAM,asee_shstep09,9,1,554,3,1
AAM11,AAM,asee_shstep11,11,1,602,3,2
AAM11,AAM,asee_shstep13,13,1,533,3,0
AAM11,AAM,asee_shstep15,15,0,643,3,6
AAM11,AAM,asee_shstep17,17,0,664,3,5
AAM11,AAM,asee_shstep05,5,1,570,4,3
AAM11,AAM,asee_shstep07,7,1,616,4,1
AAM11,AAM,asee_shstep09,9,1,535,4,0
AAM11,AAM,asee_shstep11,11,1,738,4,2
AAM11,AAM,asee_shstep13,13,1,945,4,5
AAM11,AAM,asee_shstep15,15,0,848,4,4
AAM11,AAM,asee_shstep17,17,0,787,4,6
AAM11,AAM,asee_shstep05,5,1,610,5,6
AAM11,AAM,asee_shstep07,7,1,844,5,0
AAM11,AAM,asee_shstep09,9,1,686,5,2
AAM11,AAM,asee_shstep11,11,1,615,5,5
AAM11,AAM,asee_shstep13,13,1,632,5,1
AAM11,AAM,asee_shstep15,15,0,720,5,3
AAM11,AAM,asee_shstep17,17,0,797,5,4
AAM11,AAM,asee_shstep05,5,1,577,6,5
AAM11,AAM,asee_shstep07,7,1,720,6,0
AAM11,AAM,asee_shstep09,9,1,564,6,3
AAM11,AAM,asee_shstep11,11,1,562,6,6
AAM11,AAM,asee_shstep13,13,1,728,6,4
AAM11,AAM,asee_shstep15,15,0,736,6,1
AAM11,AAM,asee_shstep17,17,0,654,6,2
AAM11,AAM,asee_shstep05,5,1,685,7,1
AAM11,AAM,asee_shstep07,7,1,556,7,3
AAM11,AAM,asee_shstep09,9,1,575,7,0
AAM11,AAM,asee_shstep11,11,1,692,7,4
AAM11,AAM,asee_shstep13,13,1,670,7,6
AAM11,AAM,asee_shstep15,15,0,651,7,5
AAM11,AAM,asee_shstep17,17,0,722,7,2
AAM11,AAM,asee_shstep05,5,1,610,8,1
AAM11,AAM,asee_shstep07,7,1,599,8,6
AAM11,AAM,asee_shstep09,9,1,592,8,4
AAM11,AAM,asee_shstep11,11,1,542,8,5
AAM11,AAM,asee_shstep13,13,1,777,8,3
AAM11,AAM,asee_shstep15,15,0,628,8,2
AAM11,AAM,asee_shstep17,17,0,692,8,0
AAM11,AAM,asee_shstep05,5,1,490,9,2
AAM11,AAM,asee_shstep07,7,1,496,9,5
AAM11,AAM,asee_shstep09,9,1,635,9,6
AAM11,AAM,asee_shstep11,11,1,616,9,0
AAM11,AAM,asee_shstep13,13,1,638,9,3
AAM11,AAM,asee_shstep15,15,0,801,9,1
AAM11,AAM,asee_shstep17,17,0,601,9,4
AAM11,AAM,asee_shstep05,5,1,504,10,4
AAM11,AAM,asee_shstep07,7,1,671,10,1
AAM11,AAM,asee_shstep09,9,1,457,10,3
AAM11,AAM,asee_shstep11,11,1,574,10,5
AAM11,AAM,asee_shstep13,13,1,661,10,0
AAM11,AAM,asee_shstep15,15,0,630,10,2
AAM11,AAM,asee_shstep17,17,0,549,10,6
AAM12,AAM,asee_shstep05,5,1,2292,1,0
AAM12,AAM,asee_shstep07,7,0,748,1,2
AAM12,AAM,asee_shstep09,9,1,1682,1,3
AAM12,AAM,asee_shstep11,11,1,2237,1,6
AAM12,AAM,asee_shstep13,13,0,885,1,5
AAM12,AAM,asee_shstep15,15,0,771,1,1
AAM12,AAM,asee_shstep17,17,0,916,1,4
AAM12,AAM,asee_shstep05,5,1,741,2,0
AAM12,AAM,asee_shstep07,7,1,761,2,3
AAM12,AAM,asee_shstep09,9,0,767,2,5
AAM12,AAM,asee_shstep11,11,1,1564,2,4
AAM12,AAM,asee_shstep13,13,0,826,2,6
AAM12,AAM,asee_shstep15,15,0,843,2,2
AAM12,AAM,asee_shstep17,17,0,676,2,1
AAM12,AAM,asee_shstep05,5,1,788,3,3
AAM12,AAM,asee_shstep07,7,1,826,3,4
AAM12,AAM,asee_shstep09,9,1,857,3,1
AAM12,AAM,asee_shstep11,11,0,1066,3,2
AAM12,AAM,asee_shstep13,13,0,779,3,0
AAM12,AAM,asee_shstep15,15,0,720,3,6
AAM12,AAM,asee_shstep17,17,0,711,3,5
AAM12,AAM,asee_shstep05,5,1,633,4,3
AAM12,AAM,asee_shstep07,7,1,756,4,1
AAM12,AAM,asee_shstep09,9,1,1180,4,0
AAM12,AAM,asee_shstep11,11,0,684,4,2
AAM12,AAM,asee_shstep13,13,1,1189,4,5
AAM12,AAM,asee_shstep15,15,0,882,4,4
AAM12,AAM,asee_shstep17,17,0,807,4,6
AAM12,AAM,asee_shstep05,5,1,843,5,6
AAM12,AAM,asee_shstep07,7,1,1185,5,0
AAM12,AAM,asee_shstep09,9,1,709,5,2
AAM12,AAM,asee_shstep11,11,0,710,5,5
AAM12,AAM,asee_shstep13,13,0,1418,5,1
AAM12,AAM,asee_shstep15,15,0,728,5,3
AAM12,AAM,asee_shstep17,17,0,984,5,4
AAM12,AAM,asee_shstep05,5,1,909,6,5
AAM12,AAM,asee_shstep07,7,1,636,6,0
AAM12,AAM,asee_shstep09,9,1,1188,6,3
AAM12,AAM,asee_shstep11,11,0,969,6,6
AAM12,AAM,asee_shstep13,13,0,995,6,4
AAM12,AAM,asee_shstep15,15,0,1439,6,1
AAM12,AAM,asee_shstep17,17,0,865,6,2
AAM12,AAM,asee_shstep05,5,1,878,7,1
AAM12,AAM,asee_shstep07,7,1,834,7,3
AAM12,AAM,asee_shstep09,9,1,933,7,0
AAM12,AAM,asee_shstep11,11,0,768,7,4
AAM12,AAM,asee_shstep13,13,0,674,7,6
AAM12,AAM,asee_shstep15,15,0,982,7,5
AAM12,AAM,asee_shstep17,17,0,969,7,2
AAM12,AAM,asee_shstep05,5,1,796,8,1
AAM12,AAM,asee_shstep07,7,1,923,8,6
AAM12,AAM,asee_shstep09,9,1,1009,8,4
AAM12,AAM,asee_shstep11,11,0,806,8,5
AAM12,AAM,asee_shstep13,13,0,781,8,3
AAM12,AAM,asee_shstep15,15,0,791,8,2
AAM12,AAM,asee_shstep17,17,0,847,8,0
AAM12,AAM,asee_shstep05,5,1,1089,9,2
AAM12,AAM,asee_shstep07,7,0,1613,9,5
AAM12,AAM,asee_shstep09,9,1,785,9,6
AAM12,AAM,asee_shstep11,11,1,1256,9,0
AAM12,AAM,asee_shstep13,13,0,637,9,3
AAM12,AAM,asee_shstep15,15,0,593,9,1
AAM12,AAM,asee_shstep17,17,0,923,9,4
AAM12,AAM,asee_shstep05,5,1,691,10,4
AAM12,AAM,asee_shstep07,7,1,617,10,1
AAM12,AAM,asee_shstep09,9,1,651,10,3
AAM12,AAM,asee_shstep11,11,1,799,10,5
AAM12,AAM,asee_shstep13,13,0,581,10,0
AAM12,AAM,asee_shstep15,15,0,681,10,2
AAM12,AAM,asee_shstep17,17,0,627,10,6
AAM13,AAM,asee_shstep05,5,1,1339,1,3
AAM13,AAM,asee_shstep07,7,1,933,1,5
AAM13,AAM,asee_shstep09,9,1,1091,1,0
AAM13,AAM,asee_shstep11,11,1,1919,1,4
AAM13,AAM,asee_shstep13,13,1,1127,1,6
AAM13,AAM,asee_shstep15,15,1,1566,1,2
AAM13,AAM,asee_shstep17,17,0,1164,1,1
AAM13,AAM,asee_shstep05,5,1,1006,2,3
AAM13,AAM,asee_shstep07,7,1,913,2,0
AAM13,AAM,asee_shstep09,9,0,1044,2,6
AAM13,AAM,asee_shstep11,11,1,976,2,1
AAM13,AAM,asee_shstep13,13,0,1040,2,4
AAM13,AAM,asee_shstep15,15,0,1040,2,2
AAM13,AAM,asee_shstep17,17,0,1099,2,5
AAM13,AAM,asee_shstep05,5,1,822,3,1
AAM13,AAM,asee_shstep07,7,1,906,3,0
AAM13,AAM,asee_shstep09,9,0,1308,3,4
AAM13,AAM,asee_shstep11,11,0,945,3,2
AAM13,AAM,asee_shstep13,13,0,1417,3,3
AAM13,AAM,asee_shstep15,15,0,862,3,6
AAM13,AAM,asee_shstep17,17,0,942,3,5
AAM13,AAM,asee_shstep05,5,1,842,4,5
AAM13,AAM,asee_shstep07,7,1,892,4,3
AAM13,AAM,asee_shstep09,9,1,1289,4,4
AAM13,AAM,asee_shstep11,11,1,1388,4,1
AAM13,AAM,asee_shstep13,13,0,941,4,6
AAM13,AAM,asee_shstep15,15,0,817,4,2
AAM13,AAM,asee_shstep17,17,0,863,4,0
AAM13,AAM,asee_shstep05,5,1,844,5,1
AAM13,AAM,asee_shstep07,7,1,770,5,5
AAM13,AAM,asee_shstep09,9,1,1115,5,0
AAM13,AAM,asee_shstep11,11,0,779,5,4
AAM13,AAM,asee_shstep13,13,0,857,5,3
AAM13,AAM,asee_shstep15,15,0,956,5,6
AAM13,AAM,asee_shstep17,17,0,840,5,2
AAM13,AAM,asee_shstep05,5,1,895,6,6
AAM13,AAM,asee_shstep07,7,0,868,6,2
AAM13,AAM,asee_shstep09,9,1,875,6,0
AAM13,AAM,asee_shstep11,11,0,805,6,4
AAM13,AAM,asee_shstep13,13,0,836,6,5
AAM13,AAM,asee_shstep15,15,0,753,6,1
AAM13,AAM,asee_shstep17,17,0,781,6,3
AAM13,AAM,asee_shstep05,5,1,863,7,4
AAM13,AAM,asee_shstep07,7,1,997,7,5
AAM13,AAM,asee_shstep09,9,1,781,7,3
AAM13,AAM,asee_shstep11,11,0,849,7,1
AAM13,AAM,asee_shstep13,13,0,888,7,6
AAM13,AAM,asee_shstep15,15,0,860,7,2
AAM13,AAM,asee_shstep17,17,0,944,7,0
AAM13,AAM,asee_shstep05,5,1,715,8,0
AAM13,AAM,asee_shstep07,7,1,954,8,3
AAM13,AAM,asee_shstep09,9,1,806,8,2
AAM13,AAM,asee_shstep11,11,1,771,8,5
AAM13,AAM,asee_shstep13,13,0,564,8,4
AAM13,AAM,asee_shstep15,15,0,1090,8,6
AAM13,AAM,asee_shstep17,17,0,633,8,1
AAM13,AAM,asee_shstep05,5,1,789,9,0
AAM13,AAM,asee_shstep07,7,1,862,9,5
AAM13,AAM,asee_shstep09,9,1,767,9,4
AAM13,AAM,asee_shstep11,11,1,948,9,1
AAM13,AAM,asee_shstep13,13,0,983,9,3
AAM13,AAM,asee_shstep15,15,0,995,9,2
AAM13,AAM,asee_shstep17,17,0,804,9,6
AAM13,AAM,asee_shstep05,5,1,1053,10,4
AAM13,AAM,asee_shstep07,7,1,785,10,2
AAM13,AAM,asee_shstep09,9,1,872,10,5
AAM13,AAM,asee_shstep11,11,1,706,10,1
AAM13,AAM,asee_shstep13,13,1,774,10,6
AAM13,AAM,asee_shstep15,15,0,819,10,3
AAM13,AAM,asee_shstep17,17,0,701,10,0
AAM14,AAM,asee_shstep05,5,1,1636,1,3
AAM14,AAM,asee_shstep07,7,1,1405,1,5
AAM14,AAM,asee_shstep09,9,0,875,1,0
AAM14,AAM,asee_shstep11,11,0,1944,1,4
AAM14,AAM,asee_shstep13,13,0,839,1,6
AAM14,AAM,asee_shstep15,15,0,1169,1,2
AAM14,AAM,asee_shstep17,17,0,795,1,1
AAM14,AAM,asee_shstep05,5,1,1102,2,3
AAM14,AAM,asee_shstep07,7,1,840,2,0
AAM14,AAM,asee_shstep09,9,1,840,2,6
AAM14,AAM,asee_shstep11,11,0,909,2,1
AAM14,AAM,asee_shstep13,13,0,813,2,4
AAM14,AAM,asee_shstep15,15,0,707,2,2
AAM14,AAM,asee_shstep17,17,0,866,2,5
AAM14,AAM,asee_shstep05,5,1,799,3,1
AAM14,AAM,asee_shstep07,7,1,873,3,0
AAM14,AAM,asee_shstep09,9,1,1035,3,4
AAM14,AAM,asee_shstep11,11,0,940,3,2
AAM14,AAM,asee_shstep13,13,0,896,3,3
AAM14,AAM,asee_shstep15,15,0,872,3,6
AAM14,AAM,asee_shstep17,17,0,922,3,5
AAM14,AAM,asee_shstep05,5,1,892,4,5
AAM14,AAM,asee_shstep07,7,1,935,4,3
AAM14,AAM,asee_shstep09,9,1,818,4,4
AAM14,AAM,asee_shstep11,11,0,839,4,1
AAM14,AAM,asee_shstep13,13,0,1021,4,6
AAM14,AAM,asee_shstep15,15,0,924,4,2
AAM14,AAM,asee_shstep17,17,0,854,4,0
AAM14,AAM,asee_shstep05,5,1,839,5,1
AAM14,AAM,asee_shstep07,7,1,926,5,5
AAM14,AAM,asee_shstep09,9,1,883,5,0
AAM14,AAM,asee_shstep11,11,0,828,5,4
AAM14,AAM,asee_shstep13,13,1,849,5,3
AAM14,AAM,asee_shstep15,15,0,837,5,6
AAM14,AAM,asee_shstep17,17,0,1076,5,2
AAM14,AAM,asee_shstep05,5,1,1056,6,6
AAM14,AAM,asee_shstep07,7,1,792,6,2
AAM14,AAM,asee_shstep09,9,1,856,6,0
AAM14,AAM,asee_shstep11,11,0,909,6,4
AAM14,AAM,asee_shstep13,13,0,724,6,5
AAM14,AAM,asee_shstep15,15,0,894,6,1
AAM14,AAM,asee_shstep17,17,0,971,6,3
AAM14,AAM,asee_shstep05,5,0,1159,7,4
AAM14,AAM,asee_shstep07,7,1,956,7,5
AAM14,AAM,asee_shstep09,9,1,824,7,3
AAM14,AAM,asee_shstep11,11,0,679,7,1
AAM14,AAM,asee_shstep13,13,0,824,7,6
AAM14,AAM,asee_shstep15,15,1,760,7,2
AAM14,AAM,asee_shstep17,17,0,754,7,0
AAM14,AAM,asee_shstep05,5,1,887,8,0
AAM14,AAM,asee_shstep07,7,1,605,8,3
AAM14,AAM,asee_shstep09,9,1,875,8,2
AAM14,AAM,asee_shstep11,11,0,972,8,5
AAM14,AAM,asee_shstep13,13,0,771,8,4
AAM14,AAM,asee_shstep15,15,1,734,8,6
AAM14,AAM,asee_shstep17,17,0,846,8,1
AAM14,AAM,asee_shstep05,5,1,670,9,0
AAM14,AAM,asee_shstep07,7,1,931,9,5
AAM14,AAM,asee_shstep09,9,1,991,9,4
AAM14,AAM,asee_shstep11,11,0,877,9,1
AAM14,AAM,asee_shstep13,13,0,943,9,3
AAM14,AAM,asee_shstep15,15,0,772,9,2
AAM14,AAM,asee_shstep17,17,0,925,9,6
AAM14,AAM,asee_shstep05,5,1,1008,10,4
AAM14,AAM,asee_shstep07,7,1,885,10,2
AAM14,AAM,asee_shstep09,9,1,651,10,5
AAM14,AAM,asee_shstep11,11,0,1033,10,1
AAM14,AAM,asee_shstep13,13,1,1093,10,6
AAM14,AAM,asee_shstep15,15,0,699,10,3
AAM14,AAM,asee_shstep17,17,0,988,10,0
AAM15,AAM,asee_shstep05,5,1,802,1,1
AAM15,AAM,asee_shstep07,7,1,1022,1,5
AAM15,AAM,asee_shstep09,9,0,905,1,4
AAM15,AAM,asee_shstep11,11,0,789,1,0
AAM15,AAM,asee_shstep13,13,0,925,1,3
AAM15,AAM,asee_shstep15,15,0,950,1,6
AAM15,AAM,asee_shstep17,17,0,764,1,2
AAM15,AAM,asee_shstep05,5,1,691,2,0
AAM15,AAM,asee_shstep07,7,1,851,2,5
AAM15,AAM,asee_shstep09,9,0,892,2,4
AAM15,AAM,asee_shstep11,11,0,1015,2,2
AAM15,AAM,asee_shstep13,13,0,911,2,3
AAM15,AAM,asee_shstep15,15,0,742,2,1
AAM15,AAM,asee_shstep17,17,0,944,2,6
AAM15,AAM,asee_shstep05,5,1,830,3,5
AAM15,AAM,asee_shstep07,7,1,731,3,1
AAM15,AAM,asee_shstep09,9,0,872,3,0
AAM15,AAM,asee_shstep11,11,0,835,3,3
AAM15,AAM,asee_shstep13,13,0,818,3,4
AAM15,AAM,asee_shstep15,15,0,966,3,6
AAM15,AAM,asee_shstep17,17,0,737,3,2
AAM15,AAM,asee_shstep05,5,1,835,4,3
AAM15,AAM,asee_shstep07,7,1,828,4,6
AAM15,AAM,asee_shstep09,9,1,792,4,4
AAM15,AAM,asee_shstep11,11,0,875,4,1
AAM15,AAM,asee_shstep13,13,0,1089,4,2
AAM15,AAM,asee_shstep15,15,0,846,4,5
AAM15,AAM,asee_shstep17,17,0,905,4,0
AAM15,AAM,asee_shstep05,5,1,796,5,2
AAM15,AAM,asee_shstep07,7,1,779,5,4
AAM15,AAM,asee_shstep09,9,0,828,5,1
AAM15,AAM,asee_shstep11,11,0,777,5,5
AAM15,AAM,asee_shstep13,13,0,862,5,3
AAM15,AAM,asee_shstep15,15,0,850,5,6
AAM15,AAM,asee_shstep17,17,0,606,5,0
AAM15,AAM,asee_shstep05,5,1,692,6,3
AAM15,AAM,asee_shstep07,7,1,740,6,6
AAM15,AAM,asee_shstep09,9,0,1012,6,5
AAM15,AAM,asee_shstep11,11,0,691,6,0
AAM15,AAM,asee_shstep13,13,0,655,6,4
