subject,id,condition,word,trial,nounAnswer,rt,grammarType,wordType,sex,hearing,lang,equip
Subject003,1010subject552,bam,enroll,3,0,1962,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,grammatical,30,0,1228,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,pregnancystep8,31,0,1907,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,global,32,1,1399,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,animal,33,1,1369,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,harmful,34,0,1345,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,dinosaurstep8,35,1,1353,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,document,36,1,1533,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,overcome,37,0,1290,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,tobacco,38,1,1775,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,eraserstep8,39,1,1266,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,gullible,4,0,2960,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,addressstep12,40,1,4183,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,human,41,1,1045,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,mineral,42,1,1148,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,malpracticestep10,43,0,1673,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,yoghurt,44,1,1219,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,freeze,45,0,1535,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,annoying,46,0,1297,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,immune,47,0,1695,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,momentary,48,0,1218,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,image,49,1,1172,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,marina,5,1,1406,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,become,50,0,1199,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,tutorial,51,0,1531,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,bakery,52,1,1125,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,coliseumstep9,53,1,1717,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,guilty,54,0,1117,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,eternal,55,0,1324,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,garden,56,1,1175,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,weekly,57,0,1491,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,announcementstep8,58,0,3277,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,kidnap,59,0,1576,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,evolve,6,0,1384,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,camera,60,1,1129,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,embracestep9,61,0,1471,notnoun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,romantic,62,0,1599,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,peninsulastep11,63,1,1392,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,military,64,1,1542,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,totally,65,0,1142,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,omelet,66,1,1424,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,wrinkle,67,1,1798,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,homogeneousstep11,68,0,1236,notnoun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,arthritisstep8,69,1,1640,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,appear,7,0,1400,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,brain,70,1,1275,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,recover,71,0,1243,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,around,72,0,1319,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,nervousstep13,73,0,1254,notnoun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,depend,74,0,1191,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,typical,75,0,924,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,orbital,76,0,1082,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,avenue,77,1,1533,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,failure,78,0,1359,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,alone,79,0,1059,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,ballerina,8,1,1333,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,relate,80,0,1105,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,honeymoon,81,0,1676,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,degree,82,1,1809,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,regular,83,0,1180,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,fumble,84,0,1174,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,embarassingstep9,85,0,1152,notnoun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,pineapple,86,1,1419,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,warrantee,87,0,1502,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,tennesseestep11,88,1,1418,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,ignore,89,0,1763,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,parrot,9,1,1723,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,unique,90,0,1202,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,felony,91,0,2709,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,yell,92,1,1322,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,lawyer,93,1,1350,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,opaque,94,0,1761,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,miraculousstep10,95,0,1193,notnoun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,family,96,1,2465,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,rehearsalstep8,97,0,1481,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,arkansasstep10,98,1,1116,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,america,99,1,1132,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject003,1010subject552,bam,grapple,0,0,5240,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,sidewalkstep8,1,1,1934,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,eternal,10,0,5127,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,around,11,0,3090,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,kidnap,12,0,2146,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,manually,13,0,3140,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,ciderstep9,14,1,1972,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,enroll,15,0,3757,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,ironic,16,0,2520,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,vibrant,17,0,2069,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,sabrestep10,18,0,3488,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,fumble,19,0,2919,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,mineral,2,1,1413,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,casserolestep12,20,1,1451,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,yoghurt,21,1,1365,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,degree,22,1,1314,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,seaweedstep12,23,1,1693,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,superpowerstep12,24,1,1934,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,military,25,1,1445,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,family,26,1,1396,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,brain,27,1,1264,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,america,28,1,1334,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,royalty,29,1,1432,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,acerbicstep12,3,0,7001,notnoun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,omelet,30,1,1480,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,sandalstep11,31,1,2137,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,annoying,32,0,2075,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,ballerina,33,1,1445,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,beauty,34,0,2343,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,tobacco,35,1,1686,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,totally,36,0,1701,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,freeze,37,0,2250,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,severalstep9,38,0,1590,notnoun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,gullible,39,0,1466,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,grapple,4,0,2930,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,secondstep11,40,0,1734,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,occupy,41,0,2304,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,develop,42,0,1793,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,harmful,43,0,2313,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,submarinestep10,44,1,1815,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,felony,45,1,1334,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,remind,46,0,1710,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,gasolinestep11,47,1,1596,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,honeymoon,48,1,1586,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,tutorial,49,1,2301,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,evolve,5,0,2256,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,silverstep10,50,1,1327,noun,critical,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,image,51,1,1716,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,failure,52,0,2769,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,overcome,53,0,4788,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,animal,54,1,1733,noun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
Subject004,1010subject64,aam,relate,55,0,2395,notnoun,filler,Female,yes,english,In-ear headphones/earbuds (cost more than $100)
